study_word,test_word,Reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,slider.response,slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Pastry,,,,0,0,0,9,,,,,0.15394970000488684,,0.04416540003148839,0.15394970000488684,0.15394970000488684,2.5532643000478856,1.0444444444444445,2.441395799978636,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
Cruise,,,,0,1,1,11,,,,,2.599486200022511,,2.5562390999984927,2.599486200022511,2.599486200022511,3.7840581000200473,1.4111111111111112,1.1827537000062875,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
Chart,,,,0,2,2,6,,,,,3.8268388000433333,,3.78455959999701,3.8268388000433333,3.8268388000433333,5.395953900006134,1.0925925925925926,1.565809799998533,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
Poster,,,,0,3,3,14,,,,,5.435437300009653,,5.3964495999971405,5.435437300009653,5.435437300009653,6.983464599994477,1.8296296296296297,1.5469268999877386,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
Police,,,,0,4,4,12,,,,,7.023713400005363,,6.983982800040394,7.023713400005363,7.023713400005363,8.491836400004104,1.0444444444444445,1.466459799965378,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
mouse,,,,0,5,5,8,,,,,8.53149870003108,,8.494105200050399,8.53149870003108,8.53149870003108,10.751120100030676,1.1074074074074074,2.2211225999635644,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
book,,,,0,6,6,0,,,,,10.791287400003057,,10.751594600034878,10.791287400003057,10.791287400003057,12.43730010004947,1.1074074074074074,1.6458832999924198,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
Keys,,,,0,7,7,13,,,,,12.47894840000663,,12.437803700042423,12.47894840000663,12.47894840000663,13.26331010001013,1.1074074074074074,0.7813418000005186,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
Case,,,,0,8,8,10,,,,,13.303317300044,,13.26380000001518,13.303317300044,13.303317300044,14.422372100001667,1.2814814814814814,1.1192622000235133,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
Laptop,,,,0,9,9,5,,,,,14.46606750000501,,14.423382200009655,14.46606750000501,14.46606750000501,15.45476900000358,1.451851851851852,0.9876319000031799,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
board,,,,0,10,10,4,,,,,15.49792570003774,,15.455275600019377,15.49792570003774,15.49792570003774,17.346918800030835,1.1962962962962962,1.846226800000295,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
phone,,,,0,11,11,2,,,,,17.387457000033464,,17.347440600045957,17.387457000033464,17.387457000033464,17.87986169999931,1.1962962962962962,0.48829260002821684,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
marble,,,,0,12,12,3,,,,,17.917290900018997,,17.880397300003096,17.917290900018997,17.917290900018997,18.41298010002356,1.1962962962962962,0.49205420003272593,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
T-shirt,,,,0,13,13,7,,,,,18.455220800009556,,18.41348620003555,18.455220800009556,18.455220800009556,19.870946100039873,1.288888888888889,1.416298900032416,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
cushion,,,,0,14,14,1,,,,,19.91228869999759,,19.871772800048348,19.91228869999759,19.91228869999759,20.571450699993875,1.288888888888889,0.6594691000063904,,,,,,,,,,,,,,,471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,_a_bl_,Marble,old,,,,,0,0,0,11,20.618268200021703,,,,,,,,20.58587470004568,20.618268200021703,20.618268200021703,20.618268200021703,0.020478199992794544,26.793212899996433,marble,[-0.012962962962962963],[-0.2953703703703704],[1],[0],[0],[6.199792100000195],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,_oo_,Book,old,,,,,0,1,1,13,26.841131200024392,,,,,,,,26.797378100047354,26.841131200024392,26.841131200024392,26.841131200024392,0.011325899977236986,30.855035900021903,book,[0.08055555555555556],[-0.29444444444444445],[1],[0],[0],[4.044601000030525],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,P_st_r,Poster,old,,,,,0,2,2,9,30.904901700036135,,,,,,,,30.858903800020926,30.904901700036135,30.904901700036135,30.904901700036135,0.009510800009593368,35.03041150001809,pastry,[0.011111111111111112],[-0.29907407407407405],[1],[0],[0],[4.16144890000578],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,_o_rd,Board,old,,,,,0,3,3,10,35.065611300000455,,,,,,,,35.0320681000012,35.065611300000455,35.065611300000455,35.065611300000455,0.007307000050786883,39.974013400031254,board,[0.006481481481481481],[-0.28703703703703703],[1],[0],[0],[4.933919400034938],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,T_hi_t,Tshirt,old,,,,,0,4,4,2,40.00647510000272,,,,,,,,39.975984400021844,40.00647510000272,40.00647510000272,40.00647510000272,0.004892500001005828,49.976385799993295,Tshirt,[],[],[],[],[],[],[],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,_ho_e,Phone,old,,,,,0,5,5,12,50.01411139999982,,,,,,,,49.97829990001628,50.01411139999982,50.01411139999982,50.01411139999982,0.0111892000422813,59.9956966000027,,[-0.001851851851851852],[-0.005555555555555556],[1],[0],[0],[1.7458297000266612],[],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,p_nc_l,Pencil,new,,,,,0,6,6,16,60.033261300006416,,,,,,,,59.99969150003744,60.033261300006416,60.033261300006416,60.033261300006416,0.030015300028026104,65.87626350001665,pencil,[-0.030555555555555555],[-0.3111111111111111],[1],[0],[0],[5.869721900031436],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,_ha_t,Chart,old,,,,,0,7,7,1,65.9039718999993,,,,,,,,65.87767660000827,65.9039718999993,65.9039718999993,65.9039718999993,0.006915600039064884,75.89801550004631,,[],[],[],[],[],[],[],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,ta_l_,Table,new,,,,,0,8,8,15,75.93827949999832,,,,,,,,75.89946889999555,75.93827949999832,75.93827949999832,75.93827949999832,0.02755060000345111,79.37149859999772,chart,[0.037037037037037035],[-0.325],[1],[0],[0],[3.4657478000153787],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,_ou_e,mouse,old,,,,,0,9,9,3,79.39827480004169,,,,,,,,79.37267220002832,79.39827480004169,79.39827480004169,79.39827480004169,0.006609899981413037,84.66619519999949,house,[0.030555555555555555],[-0.29444444444444445],[1],[0],[0],[5.286188300000504],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,bo_t_e,Bottle,new,,,,,0,10,10,18,84.70099010004196,,,,,,,,84.66793860000325,84.70099010004196,84.70099010004196,84.70099010004196,0.006195000023581088,89.45758089999435,bottle,[0.027777777777777776],[-0.31574074074074077],[1],[0],[0],[4.782030199945439],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,c_s_io_,Cushion,old,,,,,0,11,11,14,89.49109950003913,,,,,,,,89.45888879999984,89.49109950003913,89.49109950003913,89.49109950003913,0.004602600005455315,95.89685250003822,cushion,[-0.005555555555555556],[-0.30092592592592593],[1],[0],[0],[6.432456100010313],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,_ru_s_,Cruise,old,,,,,0,12,12,6,95.93149550003,,,,,,,,95.8986300000106,95.93149550003,95.93149550003,95.93149550003,0.008955099969170988,101.35626690002391,cruise,[-0.02962962962962963],[-0.2833333333333333],[1],[0],[0],[5.447853599966038],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,P_li_e,Police,old,,,,,0,13,13,7,101.386284600012,,,,,,,,101.35770870000124,101.386284600012,101.386284600012,101.386284600012,0.004883899993728846,107.60596509999596,police,[-0.03796296296296296],[-0.30648148148148147],[1],[0],[0],[6.242420599970501],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,v_s_,Vase,new,,,,,0,14,14,17,107.65361020003911,,,,,,,,107.60727940005017,107.65361020003911,107.65361020003911,107.65361020003911,0.017470200022216886,111.95973500004038,vase,[-0.021296296296296296],[-0.2953703703703704],[1],[0],[0],[4.333809099975042],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,c_s_,Case,old,,,,,0,15,15,5,112.00688230001833,,,,,,,,111.9625817000051,112.00688230001833,112.00688230001833,112.00688230001833,0.01056089997291565,115.71535290003521,case,[-0.024074074074074074],[-0.3101851851851852],[1],[0],[0],[3.7417522000032477],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,K_y_,Keys,old,,,,,0,16,16,8,115.74729110003682,,,,,,,,115.7190535000409,115.74729110003682,115.74729110003682,115.74729110003682,0.00682720000622794,120.37508950004121,keys,[-0.018518518518518517],[-0.32592592592592595],[1],[0],[0],[4.649068999977317],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,c_m_ra,Camera,new,,,,,0,17,17,19,120.40738800005056,,,,,,,,120.37628030002816,120.40738800005056,120.40738800005056,120.40738800005056,0.008435699972324073,125.00746420002542,camera,[0.000925925925925926],[-0.30925925925925923],[1],[0],[0],[4.621816100028809],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,P_s_ry,Pastry,old,,,,,0,18,18,4,125.04184800002258,,,,,,,,125.00914179999381,125.04184800002258,125.04184800002258,125.04184800002258,0.0064156000153161585,132.60409870004514,pastry,[-0.021296296296296296],[-0.30092592592592593],[1],[0],[0],[7.586907199991401],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
,l_pt_p,Laptop,old,,,,,0,19,19,0,132.63259910000488,,,,,,,,132.60517009999603,132.63259910000488,132.63259910000488,132.63259910000488,0.0049088000087067485,138.99784000002546,laptop,[-0.03148148148148148],[-0.30462962962962964],[1],[0],[0],[6.386999499984086],['text_3'],471641,001,2024-11-05_13h10.18.592,word priming exp,2024.1.5,None,2024-11-05 13h11.19.956798 +0530,
